Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-06-23,American Airlines,DOH,BKK,1654,1811,77,1153,1309,76,0,
2025-01-26,FlyDubai,FRA,CDG,0426,0411,-15,1632,1645,13,0,
2025-01-01,Delta,BKK,JFK,1557,1701,64,0636,0748,72,0,
2025-08-25,Singapore Airlines,SYD,AUH,1952,2048,56,2246,2341,55,0,
2025-01-02,Air India,LAX,CDG,0638,0719,41,0923,1021,58,0,
2025-04-21,Lufthansa,PEK,FRA,0746,0847,61,1207,1328,81,0,
2025-03-23,Etihad,LHR,ORD,1536,1710,94,1935,2112,97,0,
2025-03-01,British Airways,HND,LHR,0318,0327,9,1834,1849,15,0,
2025-01-03,Air India,ORD,BKK,1455,1645,110,0246,0438,112,0,
2025-01-06,Delta,DEL,FRA,1238,1408,90,0206,0343,97,0,
2024-09-11,Emirates,SFO,DOH,1857,2010,73,0933,1044,71,0,
2024-10-21,FlyDubai,SIN,DEL,1256,1319,23,0156,0248,52,0,
2025-03-23,American Airlines,SIN,ORD,1222,1417,115,0727,0948,141,0,
2025-07-22,Emirates,SFO,JFK,1653,1809,76,0142,0327,105,0,
2025-01-26,FlyDubai,SFO,KWI,1402,1544,102,0545,0756,131,0,
2025-08-15,Qatar Airways,HND,DOH,0140,0307,87,0404,0544,100,0,
2024-12-29,Qatar Airways,LHR,KWI,2147,2141,-6,0058,0051,-7,0,
2025-08-13,Emirates,DFW,SIN,0604,0734,90,1545,1713,88,0,
2025-05-24,Emirates,SFO,LAX,0700,0835,95,1516,1657,101,0,
2025-05-11,Etihad,SIN,SFO,1129,1311,102,1125,1323,118,0,
2024-11-24,FlyDubai,LAX,DOH,1623,1814,111,2108,2320,132,0,
2025-05-10,Lufthansa,SIN,AUH,1606,1708,62,0734,0900,86,0,
2024-09-30,Lufthansa,SIN,DFW,1829,1849,20,0403,0423,20,0,
2025-05-31,FlyDubai,DOH,FRA,0829,0815,-14,2057,2103,6,0,
2025-07-02,Singapore Airlines,DFW,JFK,1112,1147,35,0958,1033,35,0,
2024-12-03,Air India,ORD,BOM,1557,1648,51,2124,2209,45,0,
2024-11-25,British Airways,SFO,DFW,1603,1558,-5,2024,2023,-1,0,
2025-04-10,Air India,KWI,HND,1946,2053,67,1745,1851,66,0,
2024-10-28,FlyDubai,DOH,AUH,1029,1138,69,1507,1627,80,0,
2025-03-19,Emirates,ORD,SIN,0036,0222,106,1556,1737,101,0,
2025-05-03,Air India,ICN,KWI,1016,1041,25,0157,0242,45,0,
2025-08-24,Emirates,CDG,ICN,1223,1212,-11,0051,0046,-5,0,
2025-08-24,Qatar Airways,HND,ICN,0352,0429,37,1215,1253,38,0,
2025-07-05,Qatar Airways,CDG,FRA,1416,1505,49,1341,1447,66,0,
2025-08-17,American Airlines,DXB,LHR,0701,0824,83,1813,2000,107,0,
2025-06-25,American Airlines,FRA,SYD,0633,0704,31,1844,1912,28,0,
2025-06-18,FlyDubai,DEL,FRA,2003,2127,84,1957,2114,77,0,
2025-06-23,Singapore Airlines,LHR,ORD,0836,0923,47,1912,2018,66,0,
2025-05-06,Singapore Airlines,KWI,LAX,1747,1942,115,1848,2100,132,0,
2024-12-26,Delta,SIN,LHR,0902,1044,102,1752,1937,105,0,
2024-11-14,Singapore Airlines,SFO,SYD,1819,1924,65,1526,1629,63,0,
2025-04-18,British Airways,FRA,LAX,0438,0615,97,0000,0157,117,0,
2025-05-02,Delta,SIN,SFO,1947,1939,-8,0150,0204,14,0,
2025-06-19,Lufthansa,KWI,JFK,1710,1749,39,0926,1010,44,0,
2025-06-30,Air India,HND,PEK,1535,1620,45,2217,2315,58,0,
2025-06-08,Air India,HND,DEL,0037,0040,3,0633,0704,31,0,
2025-05-25,Emirates,JFK,DXB,1034,1124,50,0313,0404,51,0,
2025-08-17,Emirates,DFW,ICN,1907,2013,66,2225,2344,79,0,
2025-04-09,Delta,BKK,PEK,1534,1705,91,0027,0151,84,0,
2025-06-01,Air India,ORD,CDG,0705,0752,47,0841,0925,44,0,
2025-05-19,Emirates,AUH,HND,0338,0401,23,1753,1819,26,0,
2025-07-26,FlyDubai,LHR,SIN,0902,0843,-19,0025,0033,8,0,
2025-01-26,Delta,HND,DFW,1426,1537,71,1245,1352,67,0,
2024-09-24,Lufthansa,HND,FRA,1552,1600,8,0625,0701,36,0,
2025-03-21,American Airlines,BKK,BOM,1938,1920,-18,1836,1834,-2,0,
2025-05-25,Qatar Airways,DXB,DEL,0701,0818,77,1716,1851,95,0,
2025-02-18,Air India,CDG,DOH,0926,1005,39,2052,2124,32,0,
2025-03-10,Lufthansa,DFW,SFO,0351,0433,42,0033,0134,61,0,
2024-10-03,Lufthansa,ICN,SYD,1641,1638,-3,1640,1630,-10,0,
2025-08-14,Qatar Airways,KWI,DOH,0817,0939,82,1937,2051,74,0,
2025-08-20,British Airways,DOH,AUH,1548,1719,91,1243,1412,89,0,
2025-08-22,Lufthansa,BOM,DOH,0044,0215,91,2203,2354,111,0,
2024-12-07,Delta,ORD,LHR,1754,1815,21,2119,2135,16,0,
2025-07-14,Qatar Airways,SFO,DXB,0043,0150,67,1822,1925,63,0,
2024-10-08,Singapore Airlines,BKK,PEK,1548,1651,63,0134,0230,56,0,
2025-02-18,Delta,JFK,PEK,1039,1142,63,1447,1604,77,0,
2024-10-17,Singapore Airlines,ORD,LAX,0215,0343,88,2124,2248,84,0,
2025-03-16,Qatar Airways,DXB,LAX,0244,0339,55,0741,0859,78,0,
2024-09-20,Emirates,AUH,KWI,1718,1803,45,0838,0933,55,0,
2024-11-15,American Airlines,BKK,DOH,1520,1703,103,0947,1140,113,0,
2025-05-30,Emirates,DOH,LAX,0007,0150,103,1050,1251,121,0,
2024-12-21,Air India,BKK,PEK,1606,1648,42,2019,2120,61,0,
2024-09-15,British Airways,KWI,LAX,0912,0953,41,1226,1257,31,0,
2025-05-20,American Airlines,HND,DXB,1510,1700,110,1914,2056,102,0,
2025-03-05,Delta,HND,FRA,0853,1034,101,0545,0732,107,0,
2024-12-10,Etihad,DFW,BOM,0922,1002,40,0614,0657,43,1,Technical
2024-10-03,Etihad,JFK,SIN,0349,0509,80,0238,0355,77,0,
2025-02-21,Lufthansa,CDG,FRA,1122,1151,29,1903,1924,21,0,
2025-01-30,Air India,DOH,KWI,2014,2053,39,1458,1542,44,0,
2024-10-04,FlyDubai,DEL,HND,0258,0354,56,0216,0313,57,0,
2025-02-26,Air India,KWI,SFO,1506,1652,106,2241,0041,120,0,
2025-06-22,FlyDubai,DEL,SFO,0313,0253,-20,1115,1114,-1,0,
2024-10-18,Air India,ORD,PEK,0916,0955,39,1940,2038,58,0,
2025-05-02,American Airlines,LAX,CDG,1946,1935,-11,0055,0046,-9,0,
2024-10-08,Air India,JFK,LHR,1855,1947,52,1051,1144,53,0,
2025-08-20,Lufthansa,ORD,CDG,1736,1907,91,1924,2053,89,0,
2025-04-28,Etihad,JFK,HND,2042,2101,19,0602,0618,16,0,
2025-07-12,Etihad,BKK,SFO,1821,1959,98,2013,2202,109,0,
2025-01-05,Delta,ORD,KWI,0536,0713,97,2041,2209,88,0,
2024-10-06,British Airways,DEL,DXB,0448,0500,12,0731,0753,22,0,
2025-02-28,American Airlines,AUH,SYD,0201,0320,79,0235,0345,70,0,
2024-10-02,Lufthansa,BOM,ICN,1228,1254,26,0055,0125,30,0,
2025-06-22,Singapore Airlines,BOM,SYD,2042,2109,27,1136,1224,48,0,
2025-04-22,American Airlines,HND,DFW,0821,0918,57,1458,1554,56,0,
2025-08-01,British Airways,LAX,DFW,0216,0206,-10,2215,2219,4,0,
2025-07-25,Delta,DFW,DXB,0822,0807,-15,0441,0423,-18,0,
2024-08-27,Air India,LAX,BKK,0428,0617,109,1521,1739,138,0,
2024-10-28,Emirates,CDG,BOM,0236,0244,8,0710,0721,11,0,
2024-11-27,Etihad,PEK,ICN,1455,1452,-3,0847,0856,9,0,
2024-09-28,Etihad,HND,BOM,0215,0345,90,1402,1529,87,0,
2025-03-02,Qatar Airways,LAX,SIN,1531,1613,42,0007,0041,34,0,
2025-08-02,Singapore Airlines,BOM,LAX,1637,1758,81,0732,0908,96,0,
2024-09-29,FlyDubai,FRA,ICN,0235,0327,52,0431,0550,79,0,
2025-08-02,Lufthansa,BOM,DXB,0512,0503,-9,0539,0553,14,0,
2025-03-18,American Airlines,FRA,SFO,1013,1043,30,1827,1911,44,0,
2025-04-17,Air India,DEL,LAX,1912,1945,33,1636,1709,33,0,
2025-07-05,American Airlines,ORD,LHR,1336,1435,59,1712,1833,81,0,
2025-04-03,Air India,ICN,PEK,1848,2031,103,2049,2236,107,0,
2025-04-17,Delta,ORD,ICN,1705,1807,62,1654,1801,67,0,
2025-03-06,Lufthansa,ORD,SYD,0011,0142,91,0434,0615,101,0,
2024-09-14,Air India,BOM,AUH,0135,0148,13,2233,2255,22,0,
2025-07-22,Delta,DFW,LAX,0353,0428,35,0457,0551,54,0,
2024-10-16,Qatar Airways,FRA,BKK,2116,2220,64,1405,1536,91,0,
2025-06-10,FlyDubai,KWI,BOM,1239,1246,7,0708,0733,25,1,Air Traffic
2025-08-22,Lufthansa,BKK,HND,1313,1336,23,0831,0923,52,0,
2025-01-06,American Airlines,SFO,SYD,2200,2300,60,0110,0235,85,0,
2025-05-17,Lufthansa,BOM,DFW,0646,0739,53,1441,1534,53,0,
2024-10-26,Air India,HND,FRA,2235,0022,107,1125,1319,114,0,
2024-09-28,British Airways,CDG,HND,0007,0143,96,0046,0233,107,0,
2025-01-28,Emirates,SIN,BOM,1144,1129,-15,0558,0609,11,0,
2025-06-19,British Airways,HND,DXB,2026,2054,28,0104,0127,23,0,
2025-07-10,Qatar Airways,LAX,ICN,1721,1812,51,0423,0537,74,0,
2025-06-06,Etihad,DOH,JFK,1947,2051,64,0942,1114,92,0,
2024-10-20,British Airways,SIN,LAX,1143,1333,110,0337,0550,133,0,
2025-06-09,Etihad,CDG,ORD,1202,1329,87,1303,1436,93,0,
2025-02-12,British Airways,SFO,DOH,1354,1336,-18,1920,1904,-16,0,
2024-10-15,Etihad,PEK,AUH,2122,2201,39,1831,1914,43,0,
2025-06-03,British Airways,AUH,FRA,0128,0245,77,1731,1901,90,1,Weather
2025-03-23,American Airlines,BOM,SYD,2204,2309,65,2251,0011,80,0,
2024-12-28,FlyDubai,JFK,DOH,0549,0639,50,0809,0907,58,0,
2025-07-06,FlyDubai,KWI,DEL,1158,1215,17,1023,1037,14,0,
2025-05-18,Singapore Airlines,DOH,ORD,1943,2045,62,0329,0448,79,0,
2025-06-16,Singapore Airlines,LAX,SFO,2056,2236,100,1006,1158,112,0,
2025-04-18,Emirates,DFW,ORD,1754,1909,75,1940,2050,70,0,
2025-05-23,Singapore Airlines,CDG,JFK,0158,0335,97,2042,2221,99,0,
2025-06-25,Etihad,CDG,JFK,1415,1549,94,0125,0256,91,0,
2024-11-16,Etihad,FRA,DXB,1324,1457,93,1229,1425,116,0,
2024-09-02,FlyDubai,AUH,BOM,0711,0803,52,0001,0110,69,0,
2025-02-06,American Airlines,DXB,KWI,0945,1021,36,0513,0547,34,0,
2025-06-12,Delta,KWI,PEK,1028,1037,9,1826,1856,30,0,
2025-02-02,Delta,BKK,JFK,0337,0440,63,1745,1844,59,0,
2025-08-18,Etihad,LAX,JFK,1343,1415,32,0603,0655,52,0,
2025-08-25,Emirates,HND,PEK,1208,1350,102,1842,2021,99,0,
2025-04-02,Etihad,HND,SIN,1508,1454,-14,1940,1920,-20,0,
2024-11-17,American Airlines,LAX,SIN,1847,1912,25,1037,1129,52,0,
2025-04-07,American Airlines,FRA,AUH,0625,0641,16,1344,1428,44,0,
2024-10-20,FlyDubai,FRA,ORD,0050,0058,8,1215,1248,33,0,
2025-01-11,Delta,LHR,PEK,1925,2016,51,0257,0345,48,0,
2025-03-17,British Airways,SIN,DOH,2120,2124,4,1039,1100,21,0,
2025-08-14,British Airways,DOH,DXB,0446,0619,93,0809,1003,114,0,
2025-01-22,Air India,AUH,DEL,1340,1536,116,0314,0514,120,0,
2024-10-15,Delta,JFK,ICN,1624,1819,115,1648,1900,132,0,
2025-07-29,British Airways,KWI,DEL,0614,0723,69,0849,1007,78,0,
2025-05-27,American Airlines,JFK,BOM,1517,1605,48,1307,1404,57,0,
2025-05-15,Emirates,SIN,DEL,1400,1528,88,0700,0832,92,0,
2024-12-24,Etihad,SFO,DFW,1842,1838,-4,0110,0122,12,0,
2024-10-31,Air India,SIN,DFW,1702,1734,32,1258,1321,23,0,
2025-02-18,Air India,LAX,AUH,2230,2238,8,1955,2010,15,0,
2025-02-16,Delta,KWI,ICN,1441,1623,102,0545,0749,124,0,
2025-03-14,Lufthansa,ORD,SYD,1954,2046,52,1952,2056,64,0,
2025-03-12,Lufthansa,SIN,DXB,0945,1011,26,2113,2135,22,0,
2025-03-25,Air India,AUH,BOM,1036,1108,32,0247,0317,30,0,
2025-05-05,Emirates,SFO,CDG,1438,1431,-7,0733,0716,-17,0,
2025-02-03,American Airlines,DEL,CDG,2244,0006,82,1907,2036,89,0,
2024-10-19,Emirates,SFO,JFK,0445,0517,32,1126,1202,36,0,
2025-06-29,Qatar Airways,PEK,LHR,0626,0638,12,2133,2209,36,0,
2025-01-02,British Airways,BOM,PEK,1924,1940,16,1323,1402,39,0,
2025-05-12,Air India,KWI,SFO,1433,1604,91,0022,0207,105,0,
2025-08-10,American Airlines,HND,JFK,1933,1949,16,1048,1056,8,0,
2025-07-20,Singapore Airlines,DEL,ICN,0153,0147,-6,0414,0418,4,0,
2024-09-28,Air India,DFW,LAX,0527,0653,86,1130,1324,114,0,
2025-07-26,Etihad,LAX,KWI,1622,1647,25,1911,1936,25,0,
2025-02-06,American Airlines,DEL,KWI,0009,0132,83,0113,0251,98,0,
2024-08-31,Singapore Airlines,HND,JFK,1611,1651,40,1133,1216,43,0,
2025-06-06,British Airways,BKK,SIN,2134,2241,67,1354,1518,84,0,
2024-09-26,Qatar Airways,KWI,BOM,0612,0622,10,2124,2154,30,0,
2025-02-03,FlyDubai,CDG,PEK,1453,1557,64,0904,1020,76,0,
2024-08-29,American Airlines,DXB,AUH,0457,0513,16,2135,2212,37,0,
2025-06-12,Emirates,SIN,DOH,2205,2255,50,0716,0809,53,0,
2025-07-18,Delta,LHR,PEK,2242,0022,100,0940,1137,117,0,
2025-04-26,Lufthansa,SFO,SIN,0906,1041,95,1428,1613,105,0,
2025-06-15,Lufthansa,DOH,SFO,2205,2331,86,0924,1101,97,0,
2025-08-05,Lufthansa,DFW,DXB,0622,0716,54,0042,0153,71,0,
2024-11-17,Singapore Airlines,SYD,CDG,2142,2220,38,1307,1349,42,0,
2025-03-24,Singapore Airlines,PEK,AUH,1020,1209,109,1524,1723,119,0,
2024-12-19,Qatar Airways,FRA,DXB,1655,1654,-1,1452,1502,10,0,
2025-02-24,Emirates,DEL,SIN,2158,2328,90,0454,0633,99,0,
2024-10-13,Etihad,DFW,SYD,0524,0610,46,2113,2224,71,0,
2024-09-05,Lufthansa,CDG,KWI,0810,0909,59,0109,0158,49,0,
2024-12-18,FlyDubai,DFW,BOM,1814,2007,113,1813,2022,129,0,
2025-03-28,Qatar Airways,ICN,PEK,0800,0814,14,1207,1242,35,0,
2025-05-29,Air India,SYD,KWI,0205,0243,38,1253,1321,28,0,
2024-08-31,Emirates,ICN,DOH,1813,1859,46,2241,2331,50,0,
2025-02-08,British Airways,DFW,SIN,0703,0822,79,1827,1944,77,0,
2024-09-04,Air India,LHR,SFO,0016,0201,105,1051,1247,116,0,
2025-01-13,Qatar Airways,SYD,PEK,2143,2224,41,0025,0110,45,0,
2025-07-19,American Airlines,DEL,ICN,1423,1545,82,1949,2128,99,0,
2024-11-26,Singapore Airlines,DOH,BOM,0417,0531,74,0024,0201,97,1,Air Traffic
2024-10-18,Etihad,LAX,AUH,0550,0622,32,1708,1757,49,0,
2024-11-08,Singapore Airlines,HND,DOH,1233,1340,67,0030,0205,95,0,
2025-06-27,Singapore Airlines,JFK,LAX,0421,0619,118,1121,1341,140,0,
2024-12-02,Singapore Airlines,AUH,PEK,0251,0429,98,1414,1605,111,0,
2025-07-29,Singapore Airlines,BOM,JFK,0615,0631,16,0227,0237,10,0,
2025-01-30,American Airlines,DFW,BKK,1431,1551,80,1612,1742,90,0,
2025-06-24,Etihad,DOH,SYD,1010,1112,62,0221,0348,87,0,
2025-04-25,Qatar Airways,DOH,DEL,1152,1237,45,1558,1658,60,0,
2024-09-10,Qatar Airways,ICN,SFO,0717,0812,55,1634,1742,68,0,
2025-02-17,British Airways,DXB,LHR,0049,0136,47,0141,0232,51,0,
2025-07-28,British Airways,ORD,DFW,0332,0353,21,1706,1750,44,0,
2024-11-09,Emirates,SFO,ORD,1736,1847,71,0923,1100,97,0,
2025-08-12,Etihad,JFK,ICN,0906,1004,58,1730,1836,66,0,
2024-10-11,FlyDubai,AUH,PEK,0325,0428,63,2104,2209,65,0,
2025-03-04,Air India,PEK,DEL,2235,2334,59,0956,1046,50,0,
2025-05-05,British Airways,KWI,DXB,1215,1234,19,1144,1202,18,0,
2025-03-17,Etihad,HND,SFO,2114,2159,45,0433,0509,36,0,
2024-10-15,Lufthansa,DXB,FRA,1403,1445,42,2120,2204,44,0,
2025-07-11,Air India,JFK,FRA,0807,0940,93,1457,1638,101,0,
2025-02-27,Emirates,LHR,ICN,1411,1545,94,1429,1614,105,0,
2024-11-08,Air India,CDG,PEK,0327,0439,72,1607,1714,67,0,
2025-06-05,Etihad,FRA,LAX,0821,1014,113,2225,0037,132,0,
2025-03-28,Emirates,SYD,LHR,1351,1522,91,0406,0533,87,0,
2024-12-25,Singapore Airlines,PEK,SFO,1856,1917,21,1730,1814,44,0,
2025-06-07,Delta,ICN,SYD,1713,1742,29,2049,2140,51,0,
2025-05-27,American Airlines,FRA,SYD,2021,2046,25,0958,1052,54,0,
2025-05-07,Delta,ORD,FRA,0150,0330,100,1053,1256,123,0,
2025-07-05,Air India,BOM,SIN,0112,0256,104,0705,0857,112,0,
2024-10-12,British Airways,DOH,BKK,0853,0835,-18,0527,0504,-23,0,
2025-04-11,Air India,LHR,CDG,0616,0632,16,1358,1436,38,0,
2024-09-24,Delta,BOM,LHR,1422,1454,32,1231,1315,44,0,
2025-01-22,Delta,SFO,SYD,1119,1222,63,1633,1742,69,0,
2025-08-16,British Airways,DOH,AUH,2254,2323,29,1301,1325,24,0,
2025-01-24,Qatar Airways,DEL,SFO,0534,0555,21,0804,0843,39,0,
2025-07-02,Singapore Airlines,CDG,DFW,1155,1319,84,1427,1558,91,0,
2025-08-08,Lufthansa,CDG,PEK,2052,2241,109,0406,0547,101,0,
2025-01-13,American Airlines,BKK,LAX,0610,0753,103,0438,0630,112,0,
2024-09-10,Singapore Airlines,SYD,DXB,0742,0818,36,0941,1033,52,0,
2025-08-03,FlyDubai,BKK,DXB,1213,1205,-8,0110,0115,5,0,
2025-02-03,Lufthansa,FRA,DXB,0412,0410,-2,1248,1244,-4,0,
2025-03-16,Qatar Airways,JFK,ICN,0022,0139,77,1409,1539,90,0,
2025-06-21,British Airways,DXB,SFO,0458,0557,59,1101,1226,85,0,
2025-03-16,American Airlines,LHR,BOM,1653,1651,-2,1313,1318,5,0,
2024-10-18,FlyDubai,BKK,ORD,0230,0331,61,2143,2310,87,0,
2024-08-31,British Airways,HND,SFO,0928,1122,114,0622,0831,129,0,
2025-05-10,Etihad,DOH,FRA,1103,1206,63,1321,1452,91,0,
2024-11-27,American Airlines,AUH,DEL,0046,0230,104,0200,0336,96,0,
2024-10-16,Emirates,DEL,HND,2235,0009,94,0742,0909,87,0,
2024-10-30,FlyDubai,SYD,ORD,0443,0620,97,0702,0859,117,0,
2025-02-18,Etihad,DFW,LHR,0629,0734,65,0858,0957,59,0,
2024-12-21,Lufthansa,FRA,JFK,0457,0620,83,1933,2058,85,0,
2025-07-23,American Airlines,BOM,DFW,0618,0747,89,0536,0703,87,0,
2025-03-10,Air India,BKK,SFO,0551,0604,13,0519,0534,15,0,
2025-04-27,American Airlines,PEK,FRA,1612,1639,27,0407,0503,56,0,
2025-03-17,Etihad,SIN,SYD,1547,1727,100,0740,0946,126,0,
2025-08-23,FlyDubai,JFK,DOH,0208,0248,40,1958,2051,53,0,
2025-02-04,American Airlines,BKK,ORD,1537,1633,56,0745,0901,76,0,
2025-07-14,Qatar Airways,FRA,JFK,1105,1243,98,1348,1543,115,0,
2024-10-08,Air India,CDG,PEK,0321,0307,-14,2033,2030,-3,0,
2025-03-11,Delta,KWI,LHR,1451,1530,39,0444,0532,48,0,
2025-02-06,FlyDubai,FRA,DOH,0010,2354,-16,0638,0632,-6,0,
2025-06-29,Emirates,SIN,DEL,1256,1451,115,1935,2143,128,0,
2025-01-13,Air India,PEK,DXB,0023,0203,100,1845,2035,110,1,
2024-12-17,Delta,LAX,DOH,0648,0656,8,0127,0146,19,0,
2024-12-16,Emirates,AUH,KWI,0549,0602,13,0653,0706,13,0,
2024-10-29,Etihad,BKK,LAX,0702,0820,78,0118,0240,82,0,
2025-01-07,Emirates,DEL,FRA,0230,0342,72,0040,0209,89,0,
2025-06-15,British Airways,BKK,KWI,0505,0700,115,1843,2102,139,0,
2025-06-17,Emirates,FRA,AUH,0639,0801,82,0121,0239,78,0,
2024-09-10,Air India,ICN,LHR,0604,0704,60,1208,1336,88,0,
2025-06-21,Singapore Airlines,DEL,ORD,1422,1411,-11,0858,0903,5,0,
2025-03-29,FlyDubai,SFO,DFW,0924,0925,1,0030,0026,-4,0,
2025-06-08,Delta,AUH,LHR,0527,0544,17,0237,0315,38,0,
2024-11-27,Emirates,AUH,PEK,1042,1148,66,2013,2139,86,0,
2025-03-20,British Airways,JFK,LHR,1416,1551,95,1602,1806,124,0,
2025-01-03,American Airlines,DXB,SFO,2128,2125,-3,1123,1139,16,0,
2024-12-31,American Airlines,HND,PEK,0750,0913,83,1554,1732,98,0,
2024-11-22,Etihad,LAX,DOH,1103,1218,75,1105,1233,88,0,
2025-04-01,Emirates,ICN,ORD,1503,1522,19,0426,0443,17,0,
2025-07-05,Etihad,DXB,LHR,1848,1848,0,1911,1940,29,0,
2024-10-01,FlyDubai,SIN,AUH,0804,0752,-12,1220,1202,-18,0,
2025-07-02,Qatar Airways,FRA,SYD,1644,1806,82,0908,1048,100,0,
2024-12-12,Lufthansa,BKK,ICN,1547,1614,27,0431,0517,46,1,Air Traffic
2024-09-28,Lufthansa,JFK,AUH,2025,2036,11,1436,1441,5,0,
2025-05-05,Emirates,SYD,AUH,1039,1049,10,0321,0359,38,0,
2025-08-14,Emirates,PEK,BOM,0902,0939,37,1612,1648,36,0,
2024-12-27,Singapore Airlines,DFW,BOM,2014,2050,36,0631,0706,35,0,
2025-03-31,FlyDubai,BKK,JFK,1600,1703,63,1709,1806,57,0,
2024-09-27,Singapore Airlines,KWI,DOH,0735,0900,85,1348,1537,109,0,
2025-05-20,Air India,LAX,ICN,0834,1028,114,1355,1555,120,0,
2025-07-23,Delta,SFO,ORD,1329,1515,106,1508,1657,109,1,Weather
2025-04-11,Emirates,ORD,SFO,0746,0838,52,0732,0825,53,0,
2024-12-05,American Airlines,FRA,JFK,0341,0429,48,0414,0514,60,0,
2025-08-01,Air India,SFO,AUH,0713,0714,1,1955,2000,5,0,
2025-04-02,Delta,JFK,LHR,0505,0636,91,0600,0729,89,0,
2025-03-12,American Airlines,DOH,DEL,1909,2051,102,1517,1649,92,0,
2024-12-14,Qatar Airways,PEK,KWI,1023,1059,36,0005,0104,59,0,
2025-06-12,American Airlines,DEL,SFO,1751,1945,114,0747,1006,139,0,
2025-04-02,Qatar Airways,ICN,LHR,1735,1821,46,0235,0343,68,0,
2025-05-10,Emirates,BKK,LHR,1314,1400,46,0143,0226,43,0,
2025-04-21,Etihad,JFK,HND,0909,0855,-14,1247,1250,3,0,
2025-04-25,Emirates,PEK,KWI,1108,1114,6,0045,0117,32,0,
2025-06-24,Delta,BOM,DOH,1147,1319,92,1846,2034,108,0,
2024-12-30,Delta,SIN,LHR,0953,1133,100,0916,1102,106,0,
2025-05-31,Etihad,CDG,LAX,2014,2123,69,2204,2312,68,0,
2024-12-17,Qatar Airways,KWI,DOH,0231,0302,31,0844,0944,60,1,Staff Issue
2025-06-20,American Airlines,AUH,KWI,1616,1745,89,1325,1450,85,0,
2025-06-03,British Airways,SYD,JFK,1822,1828,6,1445,1513,28,0,
2025-06-17,Delta,FRA,DOH,0307,0419,72,0805,0909,64,0,
2024-10-03,Air India,DXB,DFW,1208,1359,111,1931,2122,111,0,
2024-12-05,American Airlines,SFO,DXB,0203,0314,71,0937,1108,91,0,
2025-02-26,British Airways,ICN,SIN,2210,2356,106,0425,0615,110,0,
2025-02-19,Delta,SIN,SYD,0623,0623,0,1530,1536,6,0,
2025-04-07,Singapore Airlines,BKK,PEK,2113,2113,0,1043,1036,-7,0,
2024-09-06,Singapore Airlines,SYD,HND,0131,0325,114,1306,1519,133,0,
2024-10-02,Emirates,DFW,BKK,0004,0029,25,2132,2207,35,0,
2024-12-30,Qatar Airways,SYD,BKK,2247,0041,114,1732,1917,105,0,
2024-11-11,Emirates,CDG,SIN,0532,0542,10,0420,0429,9,0,
2025-05-02,FlyDubai,PEK,BOM,0804,0948,104,0554,0733,99,0,
2025-05-28,British Airways,DOH,ICN,2057,2212,75,0716,0829,73,0,
2024-11-25,American Airlines,ICN,JFK,1623,1734,71,2055,2200,65,0,
2025-06-01,Delta,SIN,ICN,1131,1112,-19,0840,0844,4,0,
2025-06-11,Delta,PEK,DOH,0021,0139,78,0034,0219,105,0,
2024-11-06,FlyDubai,FRA,DEL,0000,0012,12,0447,0516,29,0,
2025-05-20,Qatar Airways,BOM,JFK,1216,1246,30,1130,1217,47,0,
2025-03-24,American Airlines,LHR,DFW,1357,1417,20,0943,0954,11,0,
2024-11-01,FlyDubai,DXB,CDG,1803,1751,-12,1427,1416,-11,0,
2024-12-01,Air India,DXB,JFK,0023,0049,26,1229,1321,52,0,
2024-12-26,American Airlines,SIN,DOH,1120,1222,62,1533,1649,76,0,
2025-01-08,Singapore Airlines,DXB,BOM,1819,1808,-11,1526,1527,1,0,
2025-08-27,American Airlines,PEK,ICN,1049,1225,96,0014,0142,88,0,
2025-02-10,Qatar Airways,DXB,SFO,1418,1602,104,2100,2300,120,0,
2024-10-12,Singapore Airlines,DXB,PEK,0227,0312,45,1245,1341,56,0,
2025-03-25,Etihad,DFW,JFK,0750,0913,83,0210,0355,105,0,
2025-01-27,Air India,DFW,PEK,0057,0201,64,1412,1526,74,0,
2025-07-13,Etihad,ORD,SFO,1725,1806,41,0745,0835,50,0,
2025-01-15,Etihad,BOM,LAX,0240,0303,23,1504,1520,16,0,
2025-04-16,Emirates,SYD,SIN,1651,1829,98,1420,1606,106,0,
2024-10-16,Lufthansa,SYD,ORD,1415,1506,51,1422,1527,65,0,
2024-09-17,American Airlines,LAX,JFK,0932,1010,38,0909,0949,40,0,
2025-02-11,Etihad,BKK,ICN,0626,0803,97,1254,1429,95,0,
2025-05-24,British Airways,FRA,CDG,0702,0748,46,1415,1453,38,0,
2024-09-25,British Airways,LAX,DOH,0527,0702,95,0125,0301,96,0,
2024-09-24,Delta,DEL,SIN,2118,2304,106,0003,0204,121,0,
2025-03-18,Air India,SIN,BKK,1955,2027,32,0131,0206,35,0,
2025-02-08,Air India,BOM,SYD,0939,0938,-1,0808,0827,19,0,
2025-03-09,Delta,SIN,LAX,1727,1836,69,1353,1522,89,0,
2024-11-12,FlyDubai,AUH,ICN,1845,1926,41,2055,2145,50,0,
2025-03-24,American Airlines,SIN,ORD,1404,1444,40,0214,0323,69,0,
